dvcat,weight,dead,airbag,seatbelt,frontal,sex,ageOFocc,yearacc,yearVeh,abcat,occRole,deploy,caseid
10-24,82.9799999995157,alive,airbag,belted,1,f,30,1997,1993.0,deploy,driver,1,2:127:2
55+,49.482999999541796,dead,airbag,belted,1,m,16,1998,1998.0,deploy,driver,1,11:135:1
40-54,301.854999996722,alive,airbag,none,1,f,54,2002,2001.0,deploy,driver,1,8:103:2
10-24,372.552999999374,alive,airbag,belted,1,f,17,2001,1995.0,deploy,driver,1,13:175:1
25-39,629.5129999965429,alive,none,belted,1,m,23,2001,1995.0,unavail,driver,0,8:182:1
25-39,373.627999998629,alive,airbag,belted,1,f,26,2001,1998.0,deploy,pass,1,43:228:1
25-39,1455.2569999992802,alive,none,belted,1,m,19,1998,1991.0,unavail,driver,0,75:6:2
10-24,11.75,alive,airbag,belted,0,f,47,2000,1995.0,nodeploy,pass,0,49:147:1
25-39,14.1149999999907,alive,none,none,1,m,37,1999,1989.0,unavail,driver,0,72:170:1
25-39,6.58899999997811,alive,none,none,1,m,28,1997,1986.0,unavail,driver,0,6:74:1
25-39,33.6039999998175,alive,none,none,1,m,21,2000,1988.0,unavail,pass,0,9:107:2
25-39,8.079999999958089,alive,airbag,none,0,m,56,1998,1997.0,deploy,driver,1,49:74:2
40-54,95.23999999929221,alive,airbag,belted,1,m,19,2001,1998.0,deploy,driver,1,5:32:1
40-54,5.727999999944591,dead,none,belted,0,f,41,1999,1990.0,unavail,driver,0,79:121:1
25-39,37.454999999608795,alive,airbag,belted,0,f,16,1999,1991.0,nodeploy,driver,0,12:183:1
40-54,59.0779999997467,alive,none,none,0,m,68,1998,1987.0,unavail,driver,0,5:2:2
25-39,72.38799999933691,alive,airbag,belted,1,f,17,1997,1995.0,deploy,driver,1,11:33:2
25-39,97.9439999992028,alive,none,belted,1,f,84,1999,1993.0,unavail,pass,0,13:170:2
25-39,29.4209999998566,alive,none,none,1,m,63,2000,1987.0,unavail,driver,0,9:45:1
55+,126.080999999307,alive,airbag,belted,1,m,55,1999,1993.0,deploy,driver,1,76:131:1
10-24,100.14299999922501,alive,airbag,none,1,m,16,2001,1996.0,nodeploy,driver,0,13:59:1
25-39,2089.7409999966603,alive,none,belted,1,f,17,1998,1990.0,unavail,pass,0,49:209:2
10-24,378.09499999880796,alive,none,belted,1,m,18,1997,1993.0,unavail,pass,0,11:106:1
40-54,4.1509999999543705,alive,none,none,0,m,51,2000,1986.0,unavail,pass,0,82:40:2
25-39,13573.881999969499,alive,none,none,1,m,39,1998,1978.0,unavail,driver,0,48:6:1
25-39,139.387999998406,alive,none,belted,1,m,36,1998,1991.0,unavail,driver,0,12:165:2
10-24,4.73399999999674,dead,none,none,1,f,63,1997,1990.0,unavail,pass,0,82:13:2
25-39,61.3249999997206,alive,airbag,belted,0,f,32,1999,1994.0,nodeploy,pass,0,2:19:2
25-39,74.9739999994636,alive,airbag,belted,1,m,64,2002,2000.0,deploy,driver,1,13:143:2
40-54,10.9429999999702,alive,none,none,1,f,29,1999,1984.0,unavail,driver,0,6:86:1
40-54,27.7199999999721,alive,none,belted,1,m,36,1999,1989.0,unavail,driver,0,74:141:2
40-54,61.06399999978021,alive,airbag,none,1,m,21,2000,2000.0,deploy,driver,1,79:151:1
10-24,27.7699999997858,alive,airbag,none,0,m,32,2001,1998.0,deploy,driver,1,41:150:1
25-39,1021.1629999950501,alive,none,belted,1,m,44,1998,1991.0,unavail,pass,0,48:119:2
25-39,18.3309999997728,alive,airbag,none,1,f,19,1999,1998.0,deploy,pass,1,74:59:2
25-39,38.8039999995381,alive,airbag,belted,1,f,32,2001,1996.0,deploy,driver,1,43:243:1
25-39,9.82899999991059,alive,airbag,none,0,f,23,2000,1994.0,nodeploy,driver,0,74:122:2
25-39,53.80299999983979,alive,airbag,none,1,m,56,1999,1999.0,deploy,driver,1,8:158:1
10-24,14.0299999999115,alive,none,belted,1,f,27,2002,1987.0,unavail,driver,0,82:71:2
10-24,10.8449999999721,alive,airbag,belted,0,f,40,2002,1999.0,deploy,driver,1,72:21:2
10-24,970.704999998212,alive,airbag,none,1,m,17,2001,1997.0,deploy,driver,1,8:100:1
10-24,325.826999999583,alive,none,belted,0,f,22,1999,1993.0,unavail,driver,0,48:22:2
10-24,77.86099999956791,alive,airbag,belted,1,f,28,1999,1999.0,deploy,pass,1,9:130:2
25-39,86.22099999990309,alive,none,belted,1,f,44,2000,1993.0,unavail,pass,0,13:211:1
10-24,33.2879999997094,alive,none,belted,1,m,27,1997,1992.0,unavail,driver,0,8:164:1
25-39,10.0339999999851,alive,airbag,none,1,m,34,2002,1995.0,deploy,driver,1,49:17:1
10-24,35.5119999996386,alive,none,none,0,m,39,2000,1987.0,unavail,pass,0,9:182:2
25-39,49.7679999996908,alive,airbag,belted,0,m,49,1998,1998.0,deploy,driver,1,43:114:1
25-39,96.2219999991357,alive,none,none,1,m,51,1997,1989.0,unavail,driver,0,13:204:1
25-39,257.533999998122,alive,airbag,belted,0,f,18,2002,1997.0,deploy,driver,1,2:126:1
55+,4.0259999999543705,alive,none,belted,0,f,18,1997,1994.0,unavail,driver,0,79:112:2
25-39,31.341999999945998,alive,none,belted,1,m,85,1997,1986.0,unavail,driver,0,12:87:1
10-24,0.0,alive,airbag,belted,1,m,59,1999,1998.0,deploy,pass,1,4:804:2
25-39,9.726999999955302,alive,airbag,belted,1,f,41,2000,1998.0,deploy,driver,1,74:7:2
10-24,8.74399999994785,alive,none,belted,0,m,45,1998,1990.0,unavail,driver,0,79:102:2
10-24,87.1349999997765,alive,airbag,none,1,f,25,1997,1996.0,nodeploy,pass,0,13:192:1
25-39,84.2509999992326,alive,airbag,belted,1,m,39,2000,1997.0,deploy,pass,1,45:117:2
25-39,29.815999999875196,alive,none,none,1,m,43,1998,1990.0,unavail,pass,0,8:28:1
10-24,40.0699999998324,alive,none,belted,1,f,39,1998,1996.0,unavail,pass,0,75:136:1
25-39,12.856999999960001,alive,airbag,none,0,m,19,1999,1997.0,deploy,pass,1,6:108:1
40-54,6.43599999998696,dead,none,none,1,m,40,2000,1985.0,unavail,driver,0,79:19:1
25-39,12.3829999999143,alive,none,none,1,m,37,1997,1991.0,unavail,driver,0,4:158:1
25-39,20.7399999999907,alive,airbag,none,0,m,38,1999,1998.0,nodeploy,pass,0,41:13:1
10-24,591.433999992907,alive,airbag,belted,1,m,17,2002,2002.0,deploy,driver,1,12:63:1
10-24,1195.6939999908197,alive,none,belted,1,m,25,1997,1983.0,unavail,driver,0,43:142:2
40-54,612.795999996364,alive,airbag,belted,1,f,26,2000,1997.0,deploy,driver,1,48:177:2
10-24,229.574999999255,alive,none,belted,1,m,35,2001,1992.0,unavail,driver,0,2:33:1
25-39,21.427999999839802,alive,none,belted,1,m,22,1999,1991.0,unavail,driver,0,5:92:1
10-24,14.8709999999264,alive,airbag,belted,1,m,70,2002,1990.0,deploy,driver,1,79:10:1
10-24,40.0699999998324,alive,airbag,none,0,m,18,1998,1995.0,nodeploy,driver,0,75:46:1
10-24,374.599999997765,alive,airbag,belted,0,f,20,2001,1995.0,deploy,driver,1,73:71:2
25-39,17.4859999998007,alive,none,belted,1,f,69,1997,1990.0,unavail,pass,0,81:88:2
10-24,427.195999998599,alive,airbag,belted,1,f,19,2002,1999.0,deploy,pass,1,13:39:1
10-24,747.943999998271,alive,none,belted,0,f,37,1997,1983.0,unavail,pass,0,13:27:1
10-24,0.0,alive,airbag,belted,1,m,20,1998,1998.0,deploy,driver,1,79:802:2
10-24,574.223999999464,alive,none,belted,1,m,73,1998,1985.0,unavail,driver,0,79:44:1
10-24,7.1189999999478495,alive,none,belted,1,m,25,1997,1987.0,unavail,driver,0,49:77:1
25-39,409.781999997795,alive,airbag,belted,0,f,77,2001,2001.0,nodeploy,pass,0,76:120:2
10-24,26.895999999949698,alive,airbag,belted,0,f,20,2001,1998.0,nodeploy,driver,0,12:59:3
40-54,4845.97499996424,alive,airbag,none,0,f,33,2000,1994.0,nodeploy,driver,0,45:20:2
10-24,164.731999998912,alive,airbag,none,1,m,36,2000,1991.0,deploy,driver,1,45:204:1
10-24,102.00699999928499,alive,airbag,none,1,m,22,2001,1992.0,deploy,driver,1,82:73:1
40-54,124.42799999937401,dead,none,belted,0,f,34,2002,1993.0,unavail,pass,0,76:39:1
25-39,318.953999999911,alive,none,belted,1,f,21,1999,1992.0,unavail,driver,0,75:57:1
10-24,931.680999994278,alive,none,belted,1,m,32,1997,1988.0,unavail,driver,0,79:16:2
10-24,55.67699999967589,alive,none,belted,0,m,75,1998,1992.0,unavail,driver,0,45:36:1
10-24,249.312999999151,alive,airbag,belted,1,f,44,2000,1997.0,deploy,pass,1,73:206:2
10-24,10.0339999999851,alive,airbag,none,1,m,21,2002,1998.0,deploy,driver,1,49:138:2
10-24,1915.9969999939199,alive,airbag,belted,0,m,29,1998,1998.0,nodeploy,driver,0,43:201:1
25-39,1245.61999998987,alive,none,belted,1,m,24,1999,1991.0,unavail,driver,0,43:76:2
10-24,145.637999998406,alive,none,none,1,m,22,2000,1986.0,unavail,driver,0,2:108:2
25-39,77.0049999998882,alive,airbag,belted,1,m,26,1999,1998.0,deploy,driver,1,43:167:2
25-39,47.744999999646105,alive,none,belted,1,m,81,1997,1988.0,unavail,driver,0,9:57:1
55+,194.17599999904598,alive,none,none,1,m,33,1999,1988.0,unavail,pass,0,48:88:1
25-39,780.344999998808,alive,none,belted,1,f,18,1998,1986.0,unavail,driver,0,75:78:1
25-39,49.7779999999329,alive,none,belted,1,m,35,1998,1987.0,unavail,driver,0,45:118:1
10-24,1179.38899999857,alive,none,belted,1,m,21,2001,1990.0,unavail,driver,0,5:136:1
40-54,46.8389999996871,alive,none,belted,0,m,72,1997,1988.0,unavail,driver,0,11:143:1
25-39,662.525999993086,alive,none,none,1,m,20,2001,1984.0,unavail,driver,0,73:176:2
25-39,30.6349999997765,alive,airbag,belted,1,f,28,1998,1997.0,deploy,driver,1,73:85:1
55+,20.4129999999423,dead,none,belted,0,f,46,1998,1988.0,unavail,driver,0,9:113:1
10-24,316.294999998063,alive,airbag,belted,0,f,33,2002,1999.0,deploy,driver,1,3:46:1
40-54,148.254999998957,alive,none,belted,1,m,67,1999,1988.0,unavail,driver,0,13:66:1
10-24,16.339999999851,alive,airbag,belted,1,f,26,1998,1994.0,deploy,pass,1,74:161:2
10-24,71.4149999991059,alive,none,none,1,m,19,2001,1988.0,unavail,pass,0,73:84:1
10-24,21.0149999998976,alive,airbag,belted,1,f,26,2000,1997.0,deploy,driver,1,9:115:1
10-24,143.09799999930001,alive,airbag,belted,1,m,29,2000,1997.0,deploy,driver,1,82:85:2
10-24,227.780999999493,alive,airbag,belted,1,m,27,2002,1997.0,deploy,driver,1,2:45:1
40-54,51.9359999997541,alive,none,none,1,m,29,1999,1989.0,unavail,driver,0,9:83:1
55+,17.5819999999367,dead,none,none,1,f,59,1997,1992.0,unavail,driver,0,74:20:1
10-24,30.800999999977602,alive,none,none,1,m,40,1997,1989.0,unavail,driver,0,12:14:1
10-24,465.88299999758596,alive,airbag,belted,0,m,55,2000,1995.0,nodeploy,driver,0,2:24:2
10-24,41.84799999976529,alive,airbag,none,1,f,17,2002,1997.0,deploy,driver,1,45:14:1
40-54,69.8109999997541,alive,none,belted,0,f,17,1999,1985.0,unavail,driver,0,75:106:1
55+,11.737999999895699,alive,none,belted,1,m,23,1999,1983.0,unavail,pass,0,49:9:1
10-24,1875.2729999870103,alive,none,belted,1,f,41,2000,1991.0,unavail,driver,0,81:69:2
40-54,331.14099999889703,alive,none,belted,0,f,33,2002,1992.0,unavail,driver,0,11:29:2
10-24,8.07699999993201,alive,airbag,belted,1,m,47,1997,1996.0,deploy,driver,1,6:145:3
25-39,16.4709999999031,alive,airbag,none,0,m,43,2001,1998.0,nodeploy,driver,0,73:103:2
10-24,62.89199999999251,alive,airbag,belted,1,f,31,1999,1995.0,deploy,driver,1,79:92:2
10-24,128.293999999762,alive,airbag,belted,0,m,82,2001,2000.0,nodeploy,driver,0,78:6:2
10-24,22.281999999890104,alive,airbag,belted,0,m,19,2000,1998.0,nodeploy,pass,0,74:49:1
25-39,3448.55799999833,alive,airbag,belted,0,f,34,1999,1994.0,nodeploy,driver,0,48:213:2
40-54,4.0259999999543705,alive,airbag,belted,0,f,39,1997,1997.0,nodeploy,driver,0,79:122:1
10-24,483.755999997258,alive,none,belted,1,m,27,1998,1989.0,unavail,driver,0,79:88:1
10-24,958.5589999929069,alive,airbag,belted,1,f,80,2002,1999.0,nodeploy,driver,0,43:45:1
25-39,14.1149999999907,alive,airbag,belted,0,f,37,1999,1997.0,nodeploy,driver,0,72:170:2
25-39,1143.3489999920098,alive,none,belted,0,f,33,2000,1986.0,unavail,driver,0,12:191:1
1-9km/h,1863.52999998629,alive,airbag,belted,0,m,26,1997,1997.0,nodeploy,driver,0,43:165:2
10-24,688.087999999523,alive,airbag,belted,1,f,34,1997,1996.0,deploy,driver,1,12:159:2
25-39,2048.3939999938,alive,none,none,0,f,30,2000,1995.0,unavail,driver,0,43:17:1
1-9km/h,842.678999997675,alive,none,belted,0,m,84,1999,1989.0,unavail,pass,0,76:83:1
10-24,241.02599999867402,alive,airbag,none,1,f,54,1998,1992.0,deploy,driver,1,4:140:2
10-24,5246.790999948979,alive,airbag,belted,1,f,50,1998,1992.0,nodeploy,driver,0,8:1:1
40-54,57.1149999997579,alive,airbag,belted,1,f,31,2002,1995.0,deploy,driver,1,74:123:1
10-24,3263.8999999761604,alive,airbag,belted,0,f,41,2000,1994.0,nodeploy,driver,0,45:47:2
10-24,340.964999999851,alive,airbag,belted,0,m,28,1998,1997.0,nodeploy,driver,0,81:112:1
25-39,24.817999999970198,alive,airbag,belted,0,m,37,1997,1997.0,deploy,pass,1,41:37:1
40-54,212.56799999996997,alive,none,belted,1,m,20,2002,1993.0,unavail,pass,0,43:84:1
25-39,12.6369999999879,alive,airbag,belted,0,m,37,2002,1995.0,nodeploy,driver,0,81:12:2
25-39,114.779999999329,alive,airbag,none,1,m,35,2002,1995.0,deploy,driver,1,8:4:2
10-24,9.025999999954369,alive,airbag,belted,1,m,24,2002,1997.0,deploy,driver,1,74:80:2
25-39,51.1639999998733,alive,airbag,belted,1,f,66,2000,2000.0,deploy,driver,1,11:107:4
25-39,51.831999999936706,alive,airbag,belted,1,f,18,1999,1997.0,deploy,driver,1,43:157:2
25-39,12.8719999999739,alive,none,belted,1,f,27,1998,1988.0,unavail,driver,0,74:147:2
25-39,69.75,alive,airbag,belted,1,m,64,2001,2001.0,deploy,driver,1,45:14:3
55+,9.96699999994598,dead,none,none,0,m,47,1997,1994.0,unavail,pass,0,6:102:2
55+,41.8729999996722,dead,airbag,none,0,f,27,2002,2000.0,nodeploy,driver,0,11:67:1
10-24,41.7029999997467,dead,airbag,none,1,f,71,2002,2000.0,deploy,pass,1,75:53:1
40-54,131.861999999732,alive,none,none,1,m,19,2001,1989.0,unavail,pass,0,72:155:1
10-24,449.35399999842,alive,none,belted,1,f,68,2000,1986.0,unavail,driver,0,49:183:2
10-24,49.3969999998808,alive,airbag,belted,1,f,20,2001,1997.0,deploy,driver,1,74:148:1
1-9km/h,75.80099999997759,alive,airbag,none,1,f,25,2002,1991.0,deploy,driver,1,73:187:2
25-39,47.502999999560394,alive,none,belted,1,m,23,1998,1991.0,unavail,pass,0,43:230:1
10-24,134.92699999921,alive,none,belted,0,f,28,1999,1989.0,unavail,driver,0,79:89:1
10-24,132.777999999002,alive,airbag,belted,1,m,23,2001,1992.0,deploy,driver,1,78:128:2
10-24,47.0249999999069,alive,airbag,belted,0,f,72,2000,1997.0,deploy,driver,1,9:165:2
10-24,173.888999998569,alive,airbag,belted,1,m,23,2000,2000.0,nodeploy,driver,0,74:8:2
25-39,29.5329999998212,alive,airbag,none,0,m,86,2000,1992.0,nodeploy,driver,0,4:115:2
40-54,84.19099999964241,alive,none,belted,1,f,33,2000,1989.0,unavail,driver,0,45:202:2
25-39,30.3079999999609,alive,airbag,belted,0,m,25,2001,1998.0,deploy,driver,1,73:121:1
55+,71.6279999995604,alive,none,none,1,f,22,2001,1994.0,unavail,pass,0,43:44:1
10-24,4792.58499997854,alive,airbag,belted,1,m,73,1997,1994.0,nodeploy,driver,0,12:47:2
10-24,312.488999996334,alive,none,none,0,m,16,1999,1973.0,unavail,pass,0,76:29:1
1-9km/h,559.3099999949341,alive,none,belted,0,f,44,1997,1994.0,unavail,driver,0,13:112:2
10-24,531.2539999932051,alive,airbag,belted,1,m,19,1999,1995.0,nodeploy,driver,0,8:124:2
10-24,59.5439999997616,alive,airbag,none,1,f,39,1999,1998.0,deploy,pass,1,8:205:2
25-39,86.7129999995232,dead,none,belted,0,m,81,2000,1990.0,unavail,driver,0,13:152:1
40-54,18.5359999998473,alive,none,none,1,f,18,1997,1985.0,unavail,driver,0,4:139:2
25-39,52.2399999997579,alive,airbag,belted,1,f,49,1999,1995.0,deploy,driver,1,78:70:2
25-39,1716.49499998987,alive,none,belted,0,f,41,2000,1990.0,unavail,driver,0,11:69:2
10-24,490.10699999705,alive,none,belted,1,m,23,1997,1989.0,unavail,driver,0,82:30:1
10-24,42.468999999575296,alive,airbag,belted,1,f,22,2000,1992.0,deploy,driver,1,73:178:1
10-24,8819.16199994087,alive,none,belted,1,f,35,1998,1991.0,unavail,driver,0,45:60:1
10-24,1325.07999999821,alive,none,belted,0,f,32,2001,1988.0,unavail,driver,0,49:64:1
25-39,9.82199999992736,alive,none,belted,1,m,20,2002,1995.0,unavail,pass,0,79:130:1
10-24,1240.45599998534,alive,airbag,belted,1,f,32,1997,1995.0,nodeploy,driver,0,73:76:1
10-24,149.303999999538,alive,airbag,belted,0,m,18,2001,1991.0,nodeploy,driver,0,74:88:2
10-24,533.2849999964241,alive,none,none,1,f,24,2001,1990.0,unavail,driver,0,8:6:1
40-54,378.997999999672,alive,airbag,belted,0,f,56,2000,1996.0,deploy,driver,1,41:79:1
10-24,131.052999999374,alive,airbag,belted,0,m,23,2000,2000.0,nodeploy,driver,0,79:148:1
10-24,442.833999998868,alive,airbag,belted,0,m,17,1997,1994.0,nodeploy,pass,0,49:36:1
10-24,55.462999999988796,alive,airbag,belted,0,f,48,1999,1997.0,nodeploy,driver,0,43:65:2
10-24,1492.38599999249,alive,airbag,belted,1,m,42,2002,2000.0,nodeploy,driver,0,8:150:1
10-24,164.194999998435,alive,none,belted,0,m,17,2002,1989.0,unavail,driver,0,76:9:2
25-39,159.014999998733,alive,airbag,belted,1,f,45,1999,1995.0,deploy,driver,1,11:79:1
10-24,86.22099999990309,alive,none,belted,1,f,53,2000,1994.0,unavail,pass,0,13:136:2
10-24,1903.57799999416,alive,none,belted,1,m,42,1997,1987.0,unavail,driver,0,5:125:2
10-24,805.3429999947549,alive,none,belted,1,m,40,1999,1980.0,unavail,driver,0,82:46:1
10-24,148.22799999825702,alive,none,belted,0,m,30,1998,1989.0,unavail,driver,0,49:79:1
10-24,222.799999998882,alive,airbag,belted,1,f,25,1999,1996.0,deploy,driver,1,48:17:2
40-54,6.833999999973461,alive,airbag,belted,1,f,32,1998,1993.0,deploy,driver,1,49:28:2
25-39,388.573999997228,alive,none,none,0,m,48,2000,1984.0,unavail,driver,0,74:39:2
25-39,49.482999999541796,alive,none,belted,1,m,30,2000,1992.0,unavail,driver,0,43:132:2
1-9km/h,1983.2929999977398,alive,airbag,belted,0,f,22,2002,1999.0,nodeploy,pass,0,45:96:2
10-24,1618.32899999619,alive,airbag,belted,0,f,17,1997,1996.0,nodeploy,driver,0,48:90:2
25-39,3.89699999999721,alive,airbag,belted,0,m,50,1997,1997.0,nodeploy,driver,0,72:120:1
10-24,1470.9039999991699,alive,none,belted,0,f,42,1999,1992.0,unavail,pass,0,75:102:2
25-39,137.13599999994,alive,airbag,none,0,f,24,1999,1990.0,nodeploy,pass,0,11:166:2
10-24,489.36899999901703,alive,none,belted,1,m,17,1998,1990.0,unavail,driver,0,43:30:2
25-39,15.917999999946899,alive,none,belted,1,f,24,1997,1987.0,unavail,driver,0,74:126:2
10-24,374.039999999106,alive,none,belted,1,m,20,2000,1989.0,unavail,driver,0,49:50:2
10-24,33.9149999995716,alive,airbag,belted,0,m,26,2001,1993.0,deploy,driver,1,12:86:2
10-24,536.808999992907,alive,none,none,1,m,63,2002,1988.0,unavail,driver,0,41:121:2
25-39,38.5949999997392,alive,none,none,1,m,20,1997,1985.0,unavail,pass,0,43:248:2
25-39,51.3679999997839,alive,airbag,belted,0,m,16,1999,1994.0,nodeploy,driver,0,43:48:1
10-24,168.516999999061,alive,none,none,0,m,38,1997,1983.0,unavail,pass,0,82:50:1
10-24,636.469999998808,alive,airbag,belted,0,m,31,1997,1994.0,deploy,driver,1,43:112:1
40-54,222.656999999657,alive,airbag,none,1,m,43,2002,2002.0,deploy,driver,1,8:185:2
25-39,39.3729999996722,alive,none,belted,1,m,48,2001,1986.0,unavail,driver,0,75:77:2
10-24,42.4499999997206,alive,none,belted,0,f,81,2002,1995.0,unavail,pass,0,75:7:1
10-24,244.00499999895698,alive,airbag,belted,0,f,58,2002,1998.0,deploy,driver,1,82:65:2
10-24,1085.31599999964,alive,airbag,belted,1,m,26,1997,1997.0,deploy,driver,1,13:95:1
25-39,4.594999999972059,alive,none,none,1,f,26,2000,1971.0,unavail,pass,0,79:68:1
1-9km/h,58.869999999646105,alive,none,belted,0,m,35,1999,1989.0,unavail,driver,0,75:95:3
10-24,1655.92599999905,alive,airbag,belted,1,f,28,2002,2000.0,nodeploy,driver,0,43:296:1
10-24,1204.98199999332,alive,airbag,belted,0,f,55,2002,1994.0,nodeploy,pass,0,45:187:2
10-24,81.984999999404,alive,none,none,1,m,53,2001,1990.0,unavail,driver,0,8:3:1
25-39,2.16699999998673,alive,none,belted,1,m,61,1999,1985.0,unavail,driver,0,79:31:2
25-39,25.0689999999013,alive,none,none,1,m,16,1997,1985.0,unavail,pass,0,2:120:1
10-24,283.297999996692,alive,none,belted,1,m,22,2001,1991.0,unavail,driver,0,43:136:1
10-24,45.464999999850995,alive,airbag,belted,1,m,44,1998,1993.0,deploy,driver,1,79:30:1
10-24,436.24099999666197,alive,none,belted,0,m,62,2001,1984.0,unavail,driver,0,8:211:1
25-39,65.37199999950829,dead,airbag,none,1,m,64,2002,2000.0,deploy,driver,1,78:15:1
25-39,237.287999998778,alive,none,belted,1,f,23,1997,1990.0,unavail,pass,0,48:215:2
10-24,146.47899999842,alive,airbag,belted,1,f,20,1999,1996.0,nodeploy,driver,0,76:132:1
25-39,373.255999997258,alive,airbag,belted,1,f,23,2000,2000.0,nodeploy,pass,0,74:92:1
40-54,0.0,alive,airbag,belted,1,f,16,2002,2000.0,deploy,driver,1,11:502:1
1-9km/h,785.723999999464,alive,airbag,belted,1,f,65,2000,1996.0,nodeploy,driver,0,8:76:2
25-39,66.1969999996945,alive,airbag,belted,1,m,18,2000,1996.0,deploy,driver,1,79:37:1
10-24,91.02999999932942,alive,none,belted,1,m,33,2000,1994.0,unavail,driver,0,9:112:1
25-39,57.7279999996535,alive,airbag,belted,1,f,30,2000,1991.0,deploy,driver,1,12:92:1
10-24,1765.1119999885602,alive,none,belted,1,m,21,2002,1993.0,unavail,driver,0,8:31:1
10-24,1653.3719999939199,alive,none,none,0,m,31,2001,1987.0,unavail,pass,0,81:43:2
10-24,156.183999998495,alive,none,none,1,f,17,1998,1988.0,unavail,pass,0,11:156:1
10-24,2509.66899999976,alive,airbag,belted,1,m,54,1999,1990.0,deploy,driver,1,8:176:1
10-24,403.18899999931506,alive,airbag,none,0,f,26,2001,2000.0,nodeploy,driver,0,6:22:2
10-24,195.929999999702,alive,none,belted,0,f,22,1999,1992.0,unavail,driver,0,48:134:1
25-39,28.6019999999553,alive,none,none,1,m,33,2001,1984.0,unavail,driver,0,73:156:1
10-24,41.1159999999218,alive,airbag,belted,1,m,65,1998,1996.0,nodeploy,driver,0,72:65:2
25-39,53.420999999623696,alive,none,belted,1,f,18,1999,1988.0,unavail,driver,0,45:126:1
25-39,132.803999999538,alive,none,none,1,f,21,2001,1988.0,unavail,driver,0,13:118:1
10-24,932.205999992788,alive,none,belted,0,m,72,1997,1989.0,unavail,driver,0,74:57:2
25-39,404.960999999195,alive,airbag,belted,1,f,17,1997,1997.0,deploy,driver,1,43:164:2
10-24,260.532999999821,alive,airbag,belted,0,m,21,2000,1993.0,nodeploy,driver,0,45:1:1
10-24,637.764999993145,alive,none,belted,1,f,73,1998,1987.0,unavail,driver,0,41:47:2
25-39,42.500999999698294,alive,none,belted,1,f,43,2001,1988.0,unavail,driver,0,9:95:2
10-24,844.03599999845,alive,none,belted,0,f,32,2000,1983.0,unavail,driver,0,43:64:2
10-24,143.985999999568,alive,none,belted,1,f,44,1998,1984.0,unavail,pass,0,2:100:1
